Module,Address,Function
msvcp140.dll,6A319270,"public: virtual void __thiscall std::basic_streambuf<unsigned short, struct std::char_traits<unsigned short>>::_Unlock(void)"
msvcp140.dll,6A319270,"public: virtual void __thiscall std::basic_streambuf<char, struct std::char_traits<char>>::_Unlock(void)"
msvcp140.dll,6A319270,public: void __thiscall Concurrency::details::_TaskEventLogger::_LogCancelTask(void)
msvcp140.dll,6A319270,private: void __thiscall Concurrency::details::_ContextCallback::_Capture(void)
msvcp140.dll,6A319270,"public: virtual void __thiscall std::basic_streambuf<wchar_t, struct std::char_traits<wchar_t>>::_Lock(void)"
msvcp140.dll,6A319270,"public: virtual void __thiscall std::basic_streambuf<unsigned short, struct std::char_traits<unsigned short>>::_Lock(void)"
msvcp140.dll,6A319270,"public: void __thiscall std::basic_istream<wchar_t, struct std::char_traits<wchar_t>>::isfx(void)"
msvcp140.dll,6A319270,private: void __thiscall Concurrency::details::_ContextCallback::_Reset(void)
msvcp140.dll,6A3194A0,"void __cdecl __ExceptionPtrAssign(void *, void const *)"
msvcp140.dll,6A3194B0,"bool __cdecl __ExceptionPtrCompare(void const *, void const *)"
msvcp140.dll,6A3194D0,"void __cdecl __ExceptionPtrCopy(void *, void const *)"
msvcp140.dll,6A3194E0,"void __cdecl __ExceptionPtrCopyException(void *, void const *, void const *)"
msvcp140.dll,6A319510,void __cdecl __ExceptionPtrCreate(void *)
msvcp140.dll,6A319510,_Cnd_init_in_situ
msvcp140.dll,6A319530,void __cdecl __ExceptionPtrCurrentException(void *)
msvcp140.dll,6A319620,void __cdecl __ExceptionPtrDestroy(void *)
msvcp140.dll,6A319630,void __cdecl __ExceptionPtrRethrow(void const *)
msvcp140.dll,6A319700,"void __cdecl __ExceptionPtrSwap(void *, void *)"
msvcp140.dll,6A319730,bool __cdecl __ExceptionPtrToBool(void const *)
msvcp140.dll,6A319750,__crtCompareStringA
msvcp140.dll,6A3199F0,__crtCompareStringW
msvcp140.dll,6A319A60,__crtLCMapStringA
msvcp140.dll,6A319C40,__crtLCMapStringW
msvcp140.dll,6A319C80,__crtCompareStringEx
msvcp140.dll,6A319CB0,__crtGetLocaleInfoEx
msvcp140.dll,6A319CD0,__crtLCMapStringEx
msvcp140.dll,6A319D00,_Getctype
msvcp140.dll,6A319D80,_Tolower
msvcp140.dll,6A319E70,_Toupper
msvcp140.dll,6A319F60,_Lock_shared_ptr_spin_lock
msvcp140.dll,6A319F70,_Unlock_shared_ptr_spin_lock
msvcp140.dll,6A31A4D0,public: __thiscall std::_Yarn<char>::_Yarn<char>(char const *)
msvcp140.dll,6A31A4F0,private: __thiscall Concurrency::task_continuation_context::task_continuation_context(void)
msvcp140.dll,6A31A4F0,public: __thiscall std::_Yarn<char>::_Yarn<char>(void)
msvcp140.dll,6A31A500,public: __thiscall std::_Yarn<wchar_t>::_Yarn<wchar_t>(void)
msvcp140.dll,6A31A500,public: __thiscall std::_Yarn<unsigned short>::_Yarn<unsigned short>(void)
msvcp140.dll,6A31A510,"protected: __thiscall std::basic_ios<char, struct std::char_traits<char>>::basic_ios<char, struct std::char_traits<char>>(void)"
msvcp140.dll,6A31A540,"public: __thiscall std::basic_ostream<char, struct std::char_traits<char>>::basic_ostream<char, struct std::char_traits<char>>(class std::basic_streambuf<char, struct std::char_traits<char>> *, bool)"
msvcp140.dll,6A31A5B0,"protected: __thiscall std::basic_streambuf<char, struct std::char_traits<char>>::basic_streambuf<char, struct std::char_traits<char>>(void)"
msvcp140.dll,6A31A710,"public: __thiscall std::codecvt<char, char, struct _Mbstatet>::codecvt<char, char, struct _Mbstatet>(class std::_Locinfo const &, unsigned int)"
msvcp140.dll,6A31A730,"public: __thiscall std::codecvt<unsigned short, char, struct _Mbstatet>::codecvt<unsigned short, char, struct _Mbstatet>(class std::_Locinfo const &, unsigned int)"
